timestamp_utc,epoch_unix,temperature_C
2024-06-21T09:00:00Z,1718960400,-0.372565
2024-06-21T12:00:00Z,1718971200,-0.373145
2024-06-21T15:00:00Z,1718982000,-0.373389
2024-06-21T18:00:00Z,1718992800,-0.373145
2024-06-21T21:00:00Z,1719003600,-0.373145
2024-06-22T00:00:00Z,1719014400,-0.380225
2024-06-22T03:00:00Z,1719025200,-0.37998
2024-06-22T06:00:00Z,1719036000,-0.380865
2024-06-22T09:00:00Z,1719046800,-0.380469
2024-06-22T12:00:00Z,1719057600,-0.380713
2024-06-22T15:00:00Z,1719068400,-0.380469
2024-06-22T18:00:00Z,1719079200,-0.380225
2024-06-22T21:00:00Z,1719090000,-0.380469
2024-06-23T00:00:00Z,1719100800,-0.374823
2024-06-23T03:00:00Z,1719111600,-0.374976
2024-06-23T06:00:00Z,1719122400,-0.374731
2024-06-23T09:00:00Z,1719133200,-0.374182
2024-06-23T12:00:00Z,1719144000,-0.374365
2024-06-23T15:00:00Z,1719154800,-0.373877
2024-06-23T18:00:00Z,1719165600,-0.374365
2024-06-23T21:00:00Z,1719176400,-0.374915
2024-06-24T00:00:00Z,1719187200,-0.417548
2024-06-24T03:00:00Z,1719198000,-0.417029
2024-06-24T06:00:00Z,1719208800,-0.416785
2024-06-24T09:00:00Z,1719219600,-0.416785
2024-06-24T12:00:00Z,1719230400,-0.417334
2024-06-24T15:00:00Z,1719241200,-0.41709
2024-06-24T18:00:00Z,1719252000,-0.416602
2024-06-24T21:00:00Z,1719262800,-0.41709
2024-06-25T00:00:00Z,1719273600,-0.464728
2024-06-25T03:00:00Z,1719284400,-0.464514
2024-06-25T06:00:00Z,1719295200,-0.464819
2024-06-25T09:00:00Z,1719306000,-0.464575
2024-06-25T12:00:00Z,1719316800,-0.464941
2024-06-25T15:00:00Z,1719327600,-0.464941
2024-06-25T18:00:00Z,1719338400,-0.464453
2024-06-25T21:00:00Z,1719349200,-0.464209
2024-06-26T00:00:00Z,1719360000,-0.426306
2024-06-26T03:00:00Z,1719370800,-0.42655
2024-06-26T06:00:00Z,1719381600,-0.426886
2024-06-26T09:00:00Z,1719392400,-0.426947
2024-06-26T12:00:00Z,1719403200,-0.426123
2024-06-26T15:00:00Z,1719414000,-0.426367
2024-06-26T18:00:00Z,1719424800,-0.426855
2024-06-26T21:00:00Z,1719435600,-0.426367
2024-06-27T00:00:00Z,1719446400,-0.475287
2024-06-27T03:00:00Z,1719457200,-0.475592
2024-06-27T06:00:00Z,1719468000,-0.475867
2024-06-27T09:00:00Z,1719478800,-0.475378
2024-06-27T12:00:00Z,1719489600,-0.474951
2024-06-27T15:00:00Z,1719500400,-0.475684
2024-06-27T18:00:00Z,1719511200,-0.475928
2024-06-27T21:00:00Z,1719522000,-0.475684
2024-06-28T00:00:00Z,1719532800,-0.558051
2024-06-28T03:00:00Z,1719543600,-0.558508
2024-06-28T06:00:00Z,1719554400,-0.558386
2024-06-28T09:00:00Z,1719565200,-0.558203
2024-06-28T12:00:00Z,1719576000,-0.558203
2024-06-28T15:00:00Z,1719586800,-0.558203
2024-06-28T18:00:00Z,1719597600,-0.55918
2024-06-28T21:00:00Z,1719608400,-0.558691
2024-06-29T00:00:00Z,1719619200,-0.511755
2024-06-29T03:00:00Z,1719630000,-0.511572
2024-06-29T06:00:00Z,1719640800,-0.412268
2024-06-29T09:00:00Z,1719651600,-0.451361
2024-06-29T12:00:00Z,1719662400,-0.661719
2024-06-29T15:00:00Z,1719673200,-0.41123
2024-06-29T18:00:00Z,1719684000,-0.425879
2024-06-29T21:00:00Z,1719694800,-0.411475
